feature_name,feature_family,production_status,dependency,availability_at_t,future_information_risk,target_reference_risk,source_evidence_count,source_files,rationale,required_production_documentation,recommended_action
available_spaces_roll_std_12h,historical_lag,SAFE_HISTORICAL_IF_GENERATED_CAUSALLY,HISTORICAL_INFORMATION,CONDITIONAL,LOW_IF_CAUSALLY_GENERATED,NONE_IDENTIFIED,0,,Feature appears historical/lagged. It is suitable for production only if its generation guarantees that no observation after T is incorporated.,"Document lag/window definition, cutoff timestamp, timezone, missing-history behaviour, and guarantee that the window ends at or before T.",ALLOW_AFTER_CAUSAL_GENERATION_VERIFICATION
available_spaces_roll_min_12h,historical_lag,SAFE_HISTORICAL_IF_GENERATED_CAUSALLY,HISTORICAL_INFORMATION,CONDITIONAL,LOW_IF_CAUSALLY_GENERATED,NONE_IDENTIFIED,0,,Feature appears historical/lagged. It is suitable for production only if its generation guarantees that no observation after T is incorporated.,"Document lag/window definition, cutoff timestamp, timezone, missing-history behaviour, and guarantee that the window ends at or before T.",ALLOW_AFTER_CAUSAL_GENERATION_VERIFICATION
available_spaces_roll_max_12h,historical_lag,SAFE_HISTORICAL_IF_GENERATED_CAUSALLY,HISTORICAL_INFORMATION,CONDITIONAL,LOW_IF_CAUSALLY_GENERATED,NONE_IDENTIFIED,0,,Feature appears historical/lagged. It is suitable for production only if its generation guarantees that no observation after T is incorporated.,"Document lag/window definition, cutoff timestamp, timezone, missing-history behaviour, and guarantee that the window ends at or before T.",ALLOW_AFTER_CAUSAL_GENERATION_VERIFICATION
available_spaces_roll_median_12h,historical_lag,SAFE_HISTORICAL_IF_GENERATED_CAUSALLY,HISTORICAL_INFORMATION,CONDITIONAL,LOW_IF_CAUSALLY_GENERATED,NONE_IDENTIFIED,0,,Feature appears historical/lagged. It is suitable for production only if its generation guarantees that no observation after T is incorporated.,"Document lag/window definition, cutoff timestamp, timezone, missing-history behaviour, and guarantee that the window ends at or before T.",ALLOW_AFTER_CAUSAL_GENERATION_VERIFICATION
available_spaces_roll_trend_12h,historical_lag,SAFE_HISTORICAL_IF_GENERATED_CAUSALLY,HISTORICAL_INFORMATION,CONDITIONAL,LOW_IF_CAUSALLY_GENERATED,NONE_IDENTIFIED,0,,Feature appears historical/lagged. It is suitable for production only if its generation guarantees that no observation after T is incorporated.,"Document lag/window definition, cutoff timestamp, timezone, missing-history behaviour, and guarantee that the window ends at or before T.",ALLOW_AFTER_CAUSAL_GENERATION_VERIFICATION
available_spaces_roll_count_12h,other,REQUIRES_DOCUMENTATION,UNRESOLVED,UNKNOWN,UNKNOWN,NONE_IDENTIFIED,0,,"Feature could not be confidently classified as deterministic calendar, historical, or current-state from the available static contract.","Document the production source, timestamp semantics, refresh behaviour, and availability at prediction time.",DOCUMENT_BEFORE_PRODUCTION_APPROVAL
available_spaces_roll_missing_12h,other,REQUIRES_DOCUMENTATION,UNRESOLVED,UNKNOWN,UNKNOWN,NONE_IDENTIFIED,0,,"Feature could not be confidently classified as deterministic calendar, historical, or current-state from the available static contract.","Document the production source, timestamp semantics, refresh behaviour, and availability at prediction time.",DOCUMENT_BEFORE_PRODUCTION_APPROVAL
available_spaces_roll_coverage_ratio_12h,other,REQUIRES_DOCUMENTATION,UNRESOLVED,UNKNOWN,UNKNOWN,NONE_IDENTIFIED,0,,"Feature could not be confidently classified as deterministic calendar, historical, or current-state from the available static contract.","Document the production source, timestamp semantics, refresh behaviour, and availability at prediction time.",DOCUMENT_BEFORE_PRODUCTION_APPROVAL
available_spaces_roll_12h_available,other,REQUIRES_DOCUMENTATION,UNRESOLVED,UNKNOWN,UNKNOWN,NONE_IDENTIFIED,0,,"Feature could not be confidently classified as deterministic calendar, historical, or current-state from the available static contract.","Document the production source, timestamp semantics, refresh behaviour, and availability at prediction time.",DOCUMENT_BEFORE_PRODUCTION_APPROVAL
available_spaces_roll_mean_1d,historical_lag,SAFE_HISTORICAL_IF_GENERATED_CAUSALLY,HISTORICAL_INFORMATION,CONDITIONAL,LOW_IF_CAUSALLY_GENERATED,NONE_IDENTIFIED,0,,Feature appears historical/lagged. It is suitable for production only if its generation guarantees that no observation after T is incorporated.,"Document lag/window definition, cutoff timestamp, timezone, missing-history behaviour, and guarantee that the window ends at or before T.",ALLOW_AFTER_CAUSAL_GENERATION_VERIFICATION
available_spaces_roll_std_1d,historical_lag,SAFE_HISTORICAL_IF_GENERATED_CAUSALLY,HISTORICAL_INFORMATION,CONDITIONAL,LOW_IF_CAUSALLY_GENERATED,NONE_IDENTIFIED,0,,Feature appears historical/lagged. It is suitable for production only if its generation guarantees that no observation after T is incorporated.,"Document lag/window definition, cutoff timestamp, timezone, missing-history behaviour, and guarantee that the window ends at or before T.",ALLOW_AFTER_CAUSAL_GENERATION_VERIFICATION
available_spaces_roll_min_1d,historical_lag,SAFE_HISTORICAL_IF_GENERATED_CAUSALLY,HISTORICAL_INFORMATION,CONDITIONAL,LOW_IF_CAUSALLY_GENERATED,NONE_IDENTIFIED,0,,Feature appears historical/lagged. It is suitable for production only if its generation guarantees that no observation after T is incorporated.,"Document lag/window definition, cutoff timestamp, timezone, missing-history behaviour, and guarantee that the window ends at or before T.",ALLOW_AFTER_CAUSAL_GENERATION_VERIFICATION
available_spaces_roll_max_1d,historical_lag,SAFE_HISTORICAL_IF_GENERATED_CAUSALLY,HISTORICAL_INFORMATION,CONDITIONAL,LOW_IF_CAUSALLY_GENERATED,NONE_IDENTIFIED,0,,Feature appears historical/lagged. It is suitable for production only if its generation guarantees that no observation after T is incorporated.,"Document lag/window definition, cutoff timestamp, timezone, missing-history behaviour, and guarantee that the window ends at or before T.",ALLOW_AFTER_CAUSAL_GENERATION_VERIFICATION
available_spaces_roll_median_1d,historical_lag,SAFE_HISTORICAL_IF_GENERATED_CAUSALLY,HISTORICAL_INFORMATION,CONDITIONAL,LOW_IF_CAUSALLY_GENERATED,NONE_IDENTIFIED,0,,Feature appears historical/lagged. It is suitable for production only if its generation guarantees that no observation after T is incorporated.,"Document lag/window definition, cutoff timestamp, timezone, missing-history behaviour, and guarantee that the window ends at or before T.",ALLOW_AFTER_CAUSAL_GENERATION_VERIFICATION
available_spaces_roll_trend_1d,historical_lag,SAFE_HISTORICAL_IF_GENERATED_CAUSALLY,HISTORICAL_INFORMATION,CONDITIONAL,LOW_IF_CAUSALLY_GENERATED,NONE_IDENTIFIED,0,,Feature appears historical/lagged. It is suitable for production only if its generation guarantees that no observation after T is incorporated.,"Document lag/window definition, cutoff timestamp, timezone, missing-history behaviour, and guarantee that the window ends at or before T.",ALLOW_AFTER_CAUSAL_GENERATION_VERIFICATION
available_spaces_roll_count_1d,other,REQUIRES_DOCUMENTATION,UNRESOLVED,UNKNOWN,UNKNOWN,NONE_IDENTIFIED,0,,"Feature could not be confidently classified as deterministic calendar, historical, or current-state from the available static contract.","Document the production source, timestamp semantics, refresh behaviour, and availability at prediction time.",DOCUMENT_BEFORE_PRODUCTION_APPROVAL
available_spaces_roll_missing_1d,other,REQUIRES_DOCUMENTATION,UNRESOLVED,UNKNOWN,UNKNOWN,NONE_IDENTIFIED,0,,"Feature could not be confidently classified as deterministic calendar, historical, or current-state from the available static contract.","Document the production source, timestamp semantics, refresh behaviour, and availability at prediction time.",DOCUMENT_BEFORE_PRODUCTION_APPROVAL
available_spaces_roll_coverage_ratio_1d,other,REQUIRES_DOCUMENTATION,UNRESOLVED,UNKNOWN,UNKNOWN,NONE_IDENTIFIED,0,,"Feature could not be confidently classified as deterministic calendar, historical, or current-state from the available static contract.","Document the production source, timestamp semantics, refresh behaviour, and availability at prediction time.",DOCUMENT_BEFORE_PRODUCTION_APPROVAL
available_spaces_roll_1d_available,other,REQUIRES_DOCUMENTATION,UNRESOLVED,UNKNOWN,UNKNOWN,NONE_IDENTIFIED,0,,"Feature could not be confidently classified as deterministic calendar, historical, or current-state from the available static contract.","Document the production source, timestamp semantics, refresh behaviour, and availability at prediction time.",DOCUMENT_BEFORE_PRODUCTION_APPROVAL
